ogc_fid,wkb_geometry,nid,waterdefin,permanency,isolated,shorelinew,id_date,waterid,maximumwat,waterlevel,perimeter,surfacewat,datasetnam,watershedc,validityda,acquisitio,completely,planimetri,nationalpr,nb_provide,nameid1,nameid2,localnamei,name1,name2,localname,impoundmen,wateruse,sdeowner_w,shape_leng,shape_area,src_filename,stdlab,datasrc,datayr,plu,slu,status,lc,globalid,wloc,wc,wri,im,vt,spvc,water_code,watershed,fst,sitei,voli,origin,trt,trtyr,h1,h1yr,h2,h2yr,h3,h3yr,h4,h4yr,rf,rfyr,si,siyr,untreati,lpriority,l1datasrc,l1datayr,l1funa,l1estabyr,l1aryr,l1s1,l1ds1,l1pr1,l1s2,l1ds2,l1pr2,l1s3,l1ds3,l1pr3,l1s4,l1ds4,l1pr4,l1s5,l1ds5,l1pr5,l1ds,l1cci,l1cc,l1vol,l1ba,l1pstock,l1vs,l1ht,l1dc,l1sc,l2datasrc,l2datayr,l2funa,l2estabyr,l2aryr,l2s1,l2ds1,l2pr1,l2s2,l2ds2,l2pr2,l2s3,l2ds3,l2pr3,l2s4,l2ds4,l2pr4,l2s5,l2ds5,l2pr5,l2ds,l2cci,l2cc,l2pstock,l2nstock,l2vs,l2ht,l2dc,harv_id,plant_id,thin_id,lharvtrt,lic_key
738870,\x0106000000010000000103000000010000000c000000e833862612254041182d112d952d3241063c70110b254041e67a3816752d3241ba0fe2a903254041f0514c1d7e2d324159a6e481fe244041724ab0aa742d3241b81c481afc244041821cbfc4762d32416dd7846bf82440414f6d76ae6c2d3241956da158ea244041c2934e9b632d3241ec97ddb1e2244041dda57457732d3241e677d82be92440411e693527882d32412c657d330e25404135826e69ac2d324180314c02132540419fea3613962d3241e833862612254041182d112d952d3241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.106168419,3430.03540001,geonb_forest-foret,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
739234,\x0106000000010000000103000000010000000e000000c93fe64377434041580c448325aa3241f8c09a5b824340418599b7d306aa3241242293819043404154904bed14aa32414e5dcea8a6434041b4cffcc3efa93241da2d27b1a44340414bd3d7d4eca932414aba9521924340416220302dd1a9324135f2d2de7f434041878ba6babea93241cdb896bf6b43404124118632afa932417b0b186662434041a1f63dfba7a9324163d3dffd54434041828b4172cfa93241dcd5deaa6c4340412700cdbbeaa93241514ca516604340413815ba530baa3241d73f034466434041336b3f6811aa3241c93fe64377434041580c448325aa3241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.361019082,10260.8249499,geonb_forest-foret,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
739913,\x01060000000100000001030000000100000012000000c98e598a514740415855efc82afe3141883aa5ec4f47404190a520f11bfe314153efec6a554740411e50921208fe31416121259557474041187c0044f0fd31413bc175db5447404148176e01e7fd3141d7d6c97352474041248db9fdf0fd3141f463e2424d4740419f877194f9fd3141666a99c4494740410ffeee65f8fd31412c653c474747404135b07f0700fe3141c496a8c13e474041a75fb825f2fd3141ac96a0f13147404185d763530efe314189cbbf8e2947404145cc46a921fe31419f2a0a422b4740413a68c17024fe314197225fde3b474041ab355ebf41fe314145190abb43474041cdc5621137fe31416405bb9d49474041e66c1e822dfe3141ada789334e4740419b15888a2bfe3141c98e598a514740415855efc82afe3141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.847760282,4217.10354991,geonb_forest-foret,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
739914,\x0106000000010000000103000000010000003b000000bf0e1408933b4041ba0a8e9d353d324120e80aaa8f3b4041ec570b292e3d3241460b9e73833b4041a4eb7a23f43c3241c63f24527d3b4041c8ca382cc13c32410c71eb6a7c3b4041629ff4acb93c32410cdff38e6a3b4041ce1392d7b83c3241f75883c1653b4041dfa881156c3c324158e1b0656a3b40414d492b9b673c324192455ab9663b40411c22e3a55c3c32415f2ea2f3643b4041c5384c415e3c3241e074e57f553b404109312b643d3c3241ebe8d1a8433b404117f8e0ad283c32415f89bc74353b40417e39013d0d3c324190318c05f43a40416dceb0f1bf3b324101a48475df3a40416da1c3e2b63b324196d01154bf3a4041eff9de3fb33b3241bfb6f4f29f3a404169f13db1bc3b32411cea74fb983a4041b34e5f1bd53b3241960a675e983a40410b396ba3d83b3241d4d80e84983a40417b3fdb5dd93b3241616f255b9a3a40411f067d6de23b32411b76d23a9c3a4041fc2574d1e53b3241e5f168e4a53a4041e0ee8775ea3b3241c1a5b8bdac3a404133f342e6ef3b3241a7a7ac29b63a4041ebee5331fa3b3241eab34008be3a4041be399a8e073c3241489bc408c73a404192c928ca133c32410eb61544d03a404162875e29253c3241357009f3d23a4041ca06bdbb2c3c3241ef697616d43a4041c991938f393c3241bb3293d6ce3a4041d327df37483c32414dccee7cca3a40418776ea234b3c32410d7ea327ca3a404106bd3e724a3c32414e9d4949bf3a404169ceef805f3c3241c59032e0c23a4041f4fc50036f3c324135605647d03a4041001ac969733c324186737d48e63a4041e891a2f3873c3241f36335d5f93a4041e42d1b3ca43c32415e569a73253b4041d797c459e33c3241ae76a580293b40414208c350f53c3241b9689d9b283b4041093c17c60a3d3241da7a2405343b40414b0241c12d3d32414fd27147363b40410de6c7743d3d32410adc6829383b4041b5c43b8d4a3d32416686148a353b4041e40d8b09533d3241a025060c353b40415117eb55553d32417d0a16ee3a3b4041ccd61b00563d3241443436a4453b404166030333573d32417b0156ca453b40412d5e943a573d324185341fc6603b4041b6da52445c3d32411169b1dc603b40415107624b5c3d324178973c1f613b4041cb0e785f5c3d32418b663d40613b40413c7ea96a5c3d324104ca9e67743b404148c0c39e643d3241ee774189743b4041e28a59ad643d32416f9260ca743b4041d27cb8d3643d324124fe46ed743b404179f216e9643d32419dbb957b7a3b4041dbe0afe1683d3241bf0e1408933b4041ba0a8e9d353d3241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553.85718705,93693.4762998,geonb_forest-foret,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
740177,\x0106000000010000000103000000010000000700000077f88c2c5e1b404143445472e3c33241da0a66365e1b40419818cfbcdbc332411ef3e607441b4041cae20479e6c3324127391f9c481b404154d05e74f0c332411d9c341f4d1b40416c224dd8f3c33241165d5ef44f1b4041b5dccdedf2c3324177f88c2c5e1b404143445472e3c33241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.293715406,638.844499997,geonb_forest-foret,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
740551,\x0106000000010000000103000000010000000e000000c93fe64377434041580c448325aa3241f8c09a5b824340418599b7d306aa3241242293819043404154904bed14aa32414e5dcea8a6434041b4cffcc3efa93241da2d27b1a44340414bd3d7d4eca932414aba9521924340416220302dd1a9324135f2d2de7f434041878ba6babea93241cdb896bf6b43404124118632afa932417b0b186662434041a1f63dfba7a9324163d3dffd54434041828b4172cfa93241dcd5deaa6c4340412700cdbbeaa93241514ca516604340413815ba530baa3241d73f034466434041336b3f6811aa3241c93fe64377434041580c448325aa3241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.361019082,10260.8249499,geonb_forest-foret,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
740649,\x01060000000100000001030000000100000027000000b3a930db0c1d4041afa52761b48b3241794c54870c1d40411119706cae8b3241821281610c1d4041bc2dff75ae8b3241ffa2d9e9f61c40412bde0671b98b32413a2baacee91c4041e55b27f3278b3241fc08b217be1c4041b618441b3a8b3241420abccfc21c4041db1603ee438b3241f263778bc41c4041b04867334a8b3241ac2b57d5c51c4041348141ce558b32417537dde6c61c40418f0c75e7718b3241e3c3fb22c51c40415ad64371898b3241f066d939c41c4041628647e5a88b3241158d6484c41c404182296645b78b324127f0a08fc81c4041b5001465dd8b3241c0149f7bcc1c4041c9270022f38b3241e22c6659d01c4041948ed5f6018c3241938404f7d61c4041f6e102d6188c3241f68d91f4e11c40415bc3ccfa358c32417cedb16ae51c4041562c17da3a8c32410b4d3e48e91c4041b2db6d3b3d8c32419ea92525f01c4041d8016b413f8c324147852fe8fe1c40411d61edb23d8c324183d8a64d0b1d404196d1cd3e398c3241f0e97b230f1d4041770f20cd368c3241c85bde83131d4041e26a213b368c32412bfd57da171d404146df4bfe368c32414d0594a1191d40414476cb0b338c324135a010641a1d404134fbf3502d8c32417bad02c7111d4041d1305b42158c324180dc88f80f1d4041f584b1ae0d8c32417fef82a60e1d4041b66a8a24038c3241b18e0d1f0d1d4041180de216ec8b3241ed7446e70c1d4041b51f1385e08b32418b741eb2091d40412cc63b4bc28b32411250d16e0a1d40414766ec53be8b32418688949a0c1d404192ae1ab3bb8b32415a36fee90c1d40418bdcdf8fbb8b324134d5e43d0d1d4041478d9e65bb8b3241b3a930db0c1d4041afa52761b48b3241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814.443816043,28854.4766499,geonb_forest-foret,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
740761,\x0106000000010000000103000000010000003e0000007f05e0b3af394041f7c3fd31fed63141d99e24ecb0394041d8ab8b05eed63141a28282fdaf394041e8188cf6d4d631412aa26c63b1394041b15027cdcbd6314140ea18adb03940411e380625c5d63141bd4fd962b039404131e8e685c2d63141bf2e166f91394041a9b787bdc2d63141497fe46a72394041f7bc79c1c2d631414f850e6a4a394041dc7311a4c8d63141f6f3958e1b39404144484eebd4d63141d89c0f9dfd3840410c6dfa49dcd63141f71e1b2ffc384041ef63fa69fdd6314198ad98ac01394041317b7da801d731410796e9b7063940419fd99eea26d731412b22f48f13394041ff5d497623d7314101b1c08a2a3940416028a20a1ed731418e65cc5b28394041ea047c4701d731412e887d531e394041d563ce9dead6314162a9e7c81f394041d800d8d6e1d63141fdc722e82d394041e962f9a0dbd63141802e91ca3c394041558b8836f4d631414074cf9d443940419a4f303ff2d631412398af89483940415e46e5f816d73141f55b8ecd56394041b28b7b9b13d73141da896d795039404159c93f6aefd63141e20715eb5339404105a42874e4d63141bdc870005839404176450e94dfd631411be8ad755b394041f013f4caedd6314133c753236339404125a1fa6df8d63141e62c02596d3940411b385b21fad631410c4637a77a3940418623a1d4fbd63141dc92eb098539404197ea016cfdd63141c2004233893940418c45ba3efdd631416cdb9d4689394041c21bb77607d731418fa4fd999b39404166f5cd0403d73141833de3a79b394041a589e5f8f2d6314111461908993940417d917e20e8d6314194c928048f394041848d9db5e3d631418422a6fa81394041be96292ee7d6314176cb45be7a394041562b714cecd63141fff25b4073394041f7fd36d6ecd631417a9ae63c6a394041bd9d7af4e0d631419fa37b7168394041640d2e7fd9d6314100c468326a39404173cb7ee4d3d6314178b2e09e70394041e5148184d3d631414d9244797839404136edf450d3d63141e15319b77f3940410fdf34cbced631419721bf7386394041ef051dd0cbd63141b46e832b8f39404189a6b4d0c9d63141c4aaabd3973940419eb02f3acbd631419898e4019f394041a48b541dcad6314126a74ae5a539404119fc7e03c9d631411a7baa98aa394041c321240ec9d63141b13b8516ae394041f9d3d626cbd63141b79fe852ad394041e22e76d6d2d63141d4179adda9394041e0d36a63e0d6314155dd9c6ba5394041a65dd2deebd63141be2e3e58a139404159992455f1d631416b852d39a0394041197f0a7ef5d63141a34b8e10a239404160515621fcd6314195ab39d6a839404129e1f5d1ffd631417f05e0b3af394041f7c3fd31fed63141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1375.55364417,15983.5967998,geonb_forest-foret,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
740766,\x010600000001000000010300000001000000180000002e767171941d4041da45bfc3dd9032412eb65814971d4041cc750580d3903241e05f8460971d40414a924052d2903241de1016be891d404170726ebca4903241cf708861811d404114d65d58ae903241a8d5a26a701d4041b4705b3dc1903241526705cf681d4041af4854e2ca903241ac255bd3601d40410b1e5b16d590324183f63e5b591d4041fc9fe247de9032413c6ffcd9571d40417047fd20e090324140359971561d4041b786d7dee1903241b51145c05a1d40413a5f2462ec9032414aebbe90641d40416aae62b8de903241350888b76a1d404111ec12b2ef90324125f875f7661d4041087900c1ff9032418a3e9bb1611d40414024f4f208913241a0d4b15a531d404147e046a5e5903241d2ed407a4f1d4041e97e8387e990324142cc65b7601d4041f2264bcd1591324183362ecc721d4041ac93f9cb1f913241389a51187f1d4041c3241dfa0191324150811834721d40418e1f5c3cdc9032417fb01e878b1d40417d41b85bbf9032412e767171941d4041da45bfc3dd903241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601.200665658,5735.65355009,geonb_forest-foret,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
779466,\x0106000000010000000103000000030000003d0000008107993d6d4d3f411da364835e0a3341bbe5cb16694d3f4165ade31c4c0a3341043129a1534d3f41ff3492a44f0a3341b0ed79634c4d3f4132895afe2b0a3341378a9767574d3f4144bb2344270a3341b852af44654d3f419a8fdf42360a3341bbe5cb16694d3f4165ade31c4c0a3341f860e7c06f4d3f41ce38bab5270a3341fb9dbb486e4d3f416067b339170a3341eb858f19614d3f41632ff668020a33412774fd605c4d3f4182f8b88af1093341097aaff3594d3f416846c2edd1093341482a26145f4d3f41132c72edb5093341dd6ad51e5f4d3f41ed7ee5b1b5093341acd8f7dd5d4d3f41fb5b5879b10933418f0e42c65d4d3f41163b4efbb0093341f14033b25d4d3f41f1b13ca6b0093341e203a1d35d4d3f415a2efa07ac093341809dd6bf5c4d3f4154e55a0eac0933416eb51b8a5c4d3f413cbe5001ab093341355737b65b4d3f4131627dcca509334177e642eb5b4d3f4157664e6b9f093341d3f581ee5b4d3f41a6ff9bfc9e09334157be42235d4d3f417271c2a798093341c3821e585d4d3f419c2eeb6c97093341111ea8835f4d3f41db4bd7678f093341fbf50502614d3f41ba9b841f88093341dba7bd41624d3f41526fa5017f093341b35a976f624d3f4161e5845f7409334123964c10624d3f41db30472f6a09334171f0b6dc604d3f4150e9a25260093341f2fdc8655e4d3f410c041a675109334155e4513f5e4d3f419788de7b4e093341d57ae72a5e4d3f4163e692bf4c093341228fbb5f524d3f41ac1de324520933415ffe1199494d3f419f9ecd1b51093341345d03c03f4d3f41b950b5c54b0933415819332a304d3f410774d6204c093341454fd2de2c4d3f415d9c7dab4b0933414401631d2c4d3f41b97e4f694d0933412cd896f5204d3f41b9f36e0d4e093341793bec380f4d3f411a13d8d35f0933414fefeec9de4c3f419648900f5c093341e66a78b2eb4c3f4169dd361a96093341739496a7f14c3f4114d7cc99a3093341f715714cdd4c3f411b04a213aa093341ed5e6cfed94c3f4175ca71cab00933418705acb8da4c3f41ef81c223b5093341647ff28bdb4c3f41a7d6ff22ba093341c9d6e767ce4c3f412ed50bbbbe093341530de144fb4c3f411887daa4fc0933416ac6b665fd4c3f41a0c83c8f000a3341828844ab154d3f412c89ec362d0a3341dafc7eed164d3f418122cdc7300a334179afecb12c4d3f4171c16ba86e0a3341a93708582e4d3f413274f94a730a3341f0e704cd374d3f41ef94c40d700a3341642fa84d3f4d3f415675cb7b6d0a3341a69263ae574d3f4195964424650a334194b7d97f674d3f4107e6a5bb5f0a33418107993d6d4d3f411da364835e0a3341080000003054e8633a4d3f41557c94dfb0093341ed1e86d8574d3f41c1186326b10933413912f2be564d3f419291c1f8d1093341ec51a0b03c4d3f4151ee4deed4093341e35051f03b4d3f41dca13a76cc093341fc869cbe1c4d3f41c0627ee5d1093341daeefef1164d3f414a4f6053b20933413054e8633a4d3f41557c94dfb0093341050000009606db58254d3f4138f857d57c09334191a6158c504d3f4102be574f7209334177dd8fd9564d3f41f924968c84093341190af4102a4d3f41b62521a3900933419606db58254d3f4138f857d57c093341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1259.53152079,26041.6092002,geonb_forest-foret,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
779467,\x0106000000010000000103000000010000000f000000a1816c150a623f4105e39cc47ee332416aa037fae9613f41df00a6d18de33241c43717a2d5613f410d31fa1977e33241ab494830c8613f4114950d2f84e3324122554a3eab613f41b20cb39d9fe332410e62d41dab613f41d335abb89fe33241fe0c9dd8aa613f415cf2d3f79fe33241c0997d76a8613f414bcb1cf0a1e33241535f6f45ba613f4173b04d1db7e33241899cf93ec1613f41daf72888b0e33241ec7c901ed9613f412d200a84a2e332419406c313e8613f41c1192ec893e33241c9c109be04623f41a76a99fe87e33241c48523a009623f41b84b72fd7fe33241a1816c150a623f4105e39cc47ee33241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.213753591,2139.70979994,geonb_forest-foret,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
779493,\x0106000000010000000103000000010000000c0000006bf8f51dd2053f419ca3c826941a3341b8190c5fcf053f41f66356c8941a334128539709d1053f4170ef108ca81a33413890443cc1053f41ccfd1079b31a3341e999b302da053f41c1b9b1e5cd1a334184b8424be5053f418e1629a3dd1a3341e96d666910063f41ad4823f2cd1a33412cc8b75cf8053f4125980bb9a11a334107c17818ed053f415d0bde1a9c1a334117c00d86db053f41c424169e991a33410debf69ed9053f41fe1f1d5b921a33416bf8f51dd2053f419ca3c826941a3341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.916904129,3188.70504988,geonb_forest-foret,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
